date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner
2021-06-23,Portugal,France,2,2,UEFA Euro,Budapest,Hungary,True,TIE
2021-06-23,Ecuador,Peru,2,2,Copa AmÃ©rica,GoiÃ¢nia,Brazil,True,TIE
2021-06-23,Brazil,Colombia,2,1,Copa AmÃ©rica,Rio de Janeiro,Brazil,False,Brazil
2021-06-24,Bolivia,Uruguay,0,2,Copa AmÃ©rica,CuiabÃ¡,Brazil,True,Uruguay
2021-06-24,Chile,Paraguay,0,2,Copa AmÃ©rica,BrasÃ­lia,Brazil,True,Paraguay
2021-06-26,Italy,Austria,2,1,UEFA Euro,London,England,True,Italy
2021-06-26,Wales,Denmark,0,4,UEFA Euro,Amsterdam,Netherlands,True,Denmark
2021-06-27,Netherlands,Czech Republic,0,2,UEFA Euro,Budapest,Hungary,True,Czech Republic
2021-06-27,Belgium,Portugal,1,0,UEFA Euro,Seville,Spain,True,Belgium
2021-06-27,Brazil,Ecuador,1,1,Copa AmÃ©rica,GoiÃ¢nia,Brazil,False,TIE
2021-06-27,Venezuela,Peru,0,1,Copa AmÃ©rica,BrasÃ­lia,Brazil,True,Peru
2021-06-28,Croatia,Spain,3,5,UEFA Euro,Copenhagen,Denmark,True,Spain
2021-06-28,France,Switzerland,3,3,UEFA Euro,Bucharest,Romania,True,Switzerland
2021-06-28,Argentina,Bolivia,4,1,Copa AmÃ©rica,CuiabÃ¡,Brazil,True,Argentina
2021-06-28,Uruguay,Paraguay,1,0,Copa AmÃ©rica,Rio de Janeiro,Brazil,True,Uruguay
2021-06-29,England,Germany,2,0,UEFA Euro,London,England,False,England
2021-06-29,Sweden,Ukraine,1,2,UEFA Euro,Glasgow,Scotland,True,Ukraine
2021-06-30,Mexico,Panama,3,0,Friendly,Nashville,United States,True,Mexico
2021-07-02,Switzerland,Spain,1,1,UEFA Euro,Saint Petersburg,Russia,True,Spain
2021-07-02,Belgium,Italy,1,2,UEFA Euro,Munich,Germany,True,Italy
2021-07-02,Peru,Paraguay,3,3,Copa AmÃ©rica,GoiÃ¢nia,Brazil,True,Peru
2021-07-02,Brazil,Chile,1,0,Copa AmÃ©rica,Rio de Janeiro,Brazil,False,Brazil
2021-07-03,Czech Republic,Denmark,1,2,UEFA Euro,Baku,Azerbaijan,True,Denmark
2021-07-03,Ukraine,England,0,4,UEFA Euro,Rome,Italy,True,England
2021-07-03,Mexico,Nigeria,4,0,Friendly,Nashville,United States,True,Mexico
2021-07-03,Uruguay,Colombia,0,0,Copa AmÃ©rica,BrasÃ­lia,Brazil,True,Colombia
2021-07-03,Argentina,Ecuador,3,0,Copa AmÃ©rica,GoiÃ¢nia,Brazil,True,Argentina
2021-07-05,Brazil,Peru,1,0,Copa AmÃ©rica,Rio de Janeiro,Brazil,False,Brazil
2021-07-06,Argentina,Colombia,1,1,Copa AmÃ©rica,BrasÃ­lia,Brazil,True,Argentina
2021-07-06,Italy,Spain,1,1,UEFA Euro,London,England,True,Italy
2021-07-07,England,Denmark,2,1,UEFA Euro,London,England,False,England
2021-07-07,Senegal,Namibia,1,2,COSAFA Cup,Port Elizabeth,South Africa,True,Namibia
2021-07-09,Peru,Colombia,2,3,Copa AmÃ©rica,BrasÃ­lia,Brazil,True,Colombia
2021-07-09,Senegal,Mozambique,1,0,COSAFA Cup,Port Elizabeth,South Africa,True,Senegal
2021-07-10,Brazil,Argentina,0,1,Copa AmÃ©rica,Rio de Janeiro,Brazil,False,Argentina
2021-07-10,Mexico,Trinidad and Tobago,0,0,Gold Cup,Arlington,United States,True,TIE
2021-07-11,England,Italy,1,1,UEFA Euro,London,England,False,Italy
2021-07-11,Canada,Martinique,4,1,Gold Cup,Kansas City,United States,True,Canada
2021-07-12,Costa Rica,Guadeloupe,3,1,Gold Cup,Orlando,United States,True,Costa Rica
2021-07-13,Senegal,Zimbabwe,2,1,COSAFA Cup,Port Elizabeth,South Africa,True,Senegal
2021-07-13,Qatar,Panama,3,3,Gold Cup,Houston,United States,True,TIE
2021-07-14,Senegal,Malawi,2,1,COSAFA Cup,Port Elizabeth,South Africa,True,Senegal
2021-07-14,Guatemala,Mexico,0,3,Gold Cup,Dallas,United States,True,Mexico
2021-07-15,Haiti,Canada,1,4,Gold Cup,Kansas City,United States,True,Canada
2021-07-16,Senegal,Eswatini,2,2,COSAFA Cup,Port Elizabeth,South Africa,True,Senegal
2021-07-16,Suriname,Costa Rica,1,2,Gold Cup,Orlando,United States,True,Costa Rica
2021-07-17,Panama,Honduras,2,3,Gold Cup,Houston,United States,True,Honduras
2021-07-18,South Africa,Senegal,0,0,COSAFA Cup,Port Elizabeth,South Africa,False,South Africa
2021-07-18,Mexico,El Salvador,1,0,Gold Cup,Dallas,United States,True,Mexico
2021-07-18,United States,Canada,1,0,Gold Cup,Kansas City,United States,False,United States
2021-07-20,Costa Rica,Jamaica,1,0,Gold Cup,Orlando,United States,True,Costa Rica
2021-07-20,Panama,Grenada,3,1,Gold Cup,Orlando,United States,True,Panama
2021-07-24,Mexico,Honduras,3,0,Gold Cup,Glendale,United States,True,Mexico
2021-07-25,Costa Rica,Canada,0,2,Gold Cup,Arlington,United States,True,Canada
2021-07-29,Mexico,Canada,2,1,Gold Cup,Houston,United States,True,Mexico
2021-08-01,United States,Mexico,1,0,Gold Cup,Las Vegas,United States,False,United States
2021-08-21,El Salvador,Costa Rica,0,0,Friendly,Carson,United States,True,TIE
2021-09-01,Finland,Wales,0,0,Friendly,Helsinki,Finland,False,TIE
2021-09-01,Qatar,Serbia,0,4,Friendly,Debrecen,Hungary,True,Serbia
2021-09-01,Switzerland,Greece,2,1,Friendly,Basel,Switzerland,False,Switzerland
2021-09-01,Mali,Rwanda,1,0,FIFA World Cup qualification,Agadir,Morocco,True,Mali
2021-09-01,Egypt,Angola,1,0,FIFA World Cup qualification,Cairo,Egypt,False,Egypt
2021-09-01,Senegal,Togo,2,0,FIFA World Cup qualification,ThiÃ¨s,Senegal,False,Senegal
2021-09-01,Portugal,Republic of Ireland,2,1,FIFA World Cup qualification,Faro-LoulÃ©,Portugal,False,Portugal
2021-09-01,Kazakhstan,Ukraine,2,2,FIFA World Cup qualification,Nur-Sultan,Kazakhstan,False,TIE
2021-09-01,France,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Strasbourg,France,False,TIE
2021-09-01,Denmark,Scotland,2,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
2021-09-01,Moldova,Austria,0,2,FIFA World Cup qualification,ChiÈinÄu,Moldova,False,Austria
2021-09-01,Norway,Netherlands,1,1,FIFA World Cup qualification,Oslo,Norway,False,TIE
2021-09-01,Slovenia,Slovakia,1,1,FIFA World Cup qualification,Ljubljana,Slovenia,False,TIE
2021-09-01,Russia,Croatia,0,0,FIFA World Cup qualification,Moscow,Russia,False,TIE
2021-09-02,Algeria,Djibouti,8,0,FIFA World Cup qualification,Blida,Algeria,False,Algeria
2021-09-02,Morocco,Sudan,2,0,FIFA World Cup qualification,Rabat,Morocco,False,Morocco
2021-09-02,Japan,Oman,0,1,FIFA World Cup qualification,Suita,Japan,False,Oman
2021-09-02,Australia,China PR,3,0,FIFA World Cup qualification,Doha,Qatar,True,Australia
2021-09-02,Sweden,Spain,2,1,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden
2021-09-02,Italy,Bulgaria,1,1,FIFA World Cup qualification,Florence,Italy,False,TIE
2021-09-02,Estonia,Belgium,2,5,FIFA World Cup qualification,Tallinn,Estonia,False,Belgium
2021-09-02,Hungary,England,0,4,FIFA World Cup qualification,Budapest,Hungary,False,England
2021-09-02,Poland,Albania,4,1,FIFA World Cup qualification,Warsaw,Poland,False,Poland
2021-09-02,Iceland,Romania,0,2,FIFA World Cup qualification,ReykjavÃ­k,Iceland,False,Romania
2021-09-02,Liechtenstein,Germany,0,2,FIFA World Cup qualification,St. Gallen,Switzerland,True,Germany
2021-09-02,Bolivia,Colombia,1,1,FIFA World Cup qualification,La Paz,Bolivia,False,TIE
2021-09-02,Ecuador,Paraguay,2,0,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador
2021-09-02,Peru,Uruguay,1,1,FIFA World Cup qualification,Lima,Peru,False,TIE
2021-09-02,Venezuela,Argentina,1,3,FIFA World Cup qualification,Caracas,Venezuela,False,Argentina
2021-09-02,Chile,Brazil,0,1,FIFA World Cup qualification,Santiago,Chile,False,Brazil
2021-09-02,Canada,Honduras,1,1,FIFA World Cup qualification,Toronto,Canada,False,TIE
2021-09-02,Panama,Costa Rica,0,0,FIFA World Cup qualification,Panama City,Panama,False,TIE
2021-09-02,Mexico,Jamaica,2,1,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico
2021-09-03,Tunisia,Equatorial Guinea,3,0,FIFA World Cup qualification,RadÃ¨s,Tunisia,False,Tunisia
2021-09-03,Nigeria,Liberia,2,0,FIFA World Cup qualification,Lagos,Nigeria,False,Nigeria
2021-09-03,Cameroon,Malawi,2,0,FIFA World Cup qualification,YaoundÃ©,Cameroon,False,Cameroon
2021-09-04,Qatar,Portugal,1,3,Friendly,Debrecen,Hungary,True,Portugal
2021-09-04,Serbia,Luxembourg,4,1,FIFA World Cup qualification,Belgrade,Serbia,False,Serbia
2021-09-04,Ukraine,France,1,1,FIFA World Cup qualification,Kyiv,Ukraine,False,TIE
2021-09-04,Faroe Islands,Denmark,0,1,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,False,Denmark
2021-09-04,Scotland,Moldova,1,0,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
2021-09-04,Israel,Austria,5,2,FIFA World Cup qualification,Haifa,Israel,False,Israel
2021-09-04,Latvia,Norway,0,2,FIFA World Cup qualification,Riga,Latvia,False,Norway
2021-09-04,Netherlands,Montenegro,4,0,FIFA World Cup qualification,Eindhoven,Netherlands,False,Netherlands
2021-09-04,Cyprus,Russia,0,2,FIFA World Cup qualification,Nicosia,Cyprus,False,Russia
2021-09-04,Slovakia,Croatia,0,1,FIFA World Cup qualification,Bratislava,Slovakia,False,Croatia
2021-09-05,Sweden,Uzbekistan,2,1,Friendly,Stockholm,Sweden,False,Sweden
2021-09-05,Gabon,Egypt,1,1,FIFA World Cup qualification,Franceville,Gabon,False,TIE
2021-09-05,Spain,Georgia,4,0,FIFA World Cup qualification,Badajoz,Spain,False,Spain
2021-09-05,Switzerland,Italy,0,0,FIFA World Cup qualification,Basel,Switzerland,False,TIE
2021-09-05,Belarus,Wales,2,3,FIFA World Cup qualification,Kazan,Russia,True,Wales
2021-09-05,Belgium,Czech Republic,3,0,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
2021-09-05,England,Andorra,4,0,FIFA World Cup qualification,London,England,False,England
2021-09-05,Albania,Hungary,1,0,FIFA World Cup qualification,Elbasan,Albania,False,Albania
2021-09-05,San Marino,Poland,1,7,FIFA World Cup qualification,Serravalle,San Marino,False,Poland
2021-09-05,Germany,Armenia,6,0,FIFA World Cup qualification,Stuttgart,Germany,False,Germany
2021-09-05,Romania,Liechtenstein,2,0,FIFA World Cup qualification,Bucharest,Romania,False,Romania
2021-09-05,Ecuador,Chile,0,0,FIFA World Cup qualification,Quito,Ecuador,False,TIE
2021-09-05,Paraguay,Colombia,1,1,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,TIE
2021-09-05,Uruguay,Bolivia,4,2,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay
2021-09-05,Peru,Venezuela,1,0,FIFA World Cup qualification,Lima,Peru,False,Peru
2021-09-05,Costa Rica,Mexico,0,1,FIFA World Cup qualification,San JosÃ©,Costa Rica,False,Mexico
2021-09-05,Jamaica,Panama,0,3,FIFA World Cup qualification,Kingston,Jamaica,False,Panama
2021-09-05,United States,Canada,1,1,FIFA World Cup qualification,Nashville,United States,False,TIE
2021-09-06,Ivory Coast,Cameroon,2,1,FIFA World Cup qualification,Abidjan,Ivory Coast,False,Ivory Coast
2021-09-06,Uganda,Mali,0,0,FIFA World Cup qualification,Entebbe,Uganda,False,TIE
2021-09-07,Burkina Faso,Algeria,1,1,FIFA World Cup qualification,Marrakech,Morocco,True,TIE
2021-09-07,Zambia,Tunisia,0,2,FIFA World Cup qualification,Ndola,Zambia,False,Tunisia
2021-09-07,Cape Verde,Nigeria,1,2,FIFA World Cup qualification,Mindelo,Cape Verde,False,Nigeria
2021-09-07,Congo,Senegal,1,3,FIFA World Cup qualification,Brazzaville,Congo,False,Senegal
2021-09-07,China PR,Japan,0,1,FIFA World Cup qualification,Doha,Qatar,True,Japan
2021-09-07,Vietnam,Australia,0,1,FIFA World Cup qualification,Hanoi,Vietnam,False,Australia
2021-09-07,Republic of Ireland,Serbia,1,1,FIFA World Cup qualification,Dublin,Republic of Ireland,False,TIE
2021-09-07,Azerbaijan,Portugal,0,3,FIFA World Cup qualification,Baku,Azerbaijan,False,Portugal
2021-09-07,France,Finland,2,0,FIFA World Cup qualification,Lyon,France,False,France
2021-09-07,Austria,Scotland,0,1,FIFA World Cup qualification,Vienna,Austria,False,Scotland
2021-09-07,Denmark,Israel,5,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
2021-09-07,Netherlands,Turkey,6,1,FIFA World Cup qualification,Amsterdam,Netherlands,False,Netherlands
2021-09-07,Norway,Gibraltar,5,1,FIFA World Cup qualification,Oslo,Norway,False,Norway
2021-09-07,Croatia,Slovenia,3,0,FIFA World Cup qualification,Split,Croatia,False,Croatia
2021-09-07,Slovakia,Cyprus,2,0,FIFA World Cup qualification,Bratislava,Slovakia,False,Slovakia
2021-09-07,Russia,Malta,2,0,FIFA World Cup qualification,Moscow,Russia,False,Russia
2021-09-08,Czech Republic,Ukraine,1,1,Friendly,PlzeÅ,Czech Republic,False,TIE
2021-09-08,Kosovo,Spain,0,2,FIFA World Cup qualification,Pristina,Kosovo,False,Spain
2021-09-08,Greece,Sweden,2,1,FIFA World Cup qualification,Athens,Greece,False,Greece
2021-09-08,Northern Ireland,Switzerland,0,0,FIFA World Cup qualification,Belfast,Northern Ireland,False,TIE
2021-09-08,Italy,Lithuania,5,0,FIFA World Cup qualification,Reggio Emilia,Italy,False,Italy
2021-09-08,Wales,Estonia,0,0,FIFA World Cup qualification,Cardiff,Wales,False,TIE
2021-09-08,Belarus,Belgium,0,1,FIFA World Cup qualification,Kazan,Russia,True,Belgium
2021-09-08,Hungary,Andorra,2,1,FIFA World Cup qualification,Budapest,Hungary,False,Hungary
2021-09-08,Poland,England,1,1,FIFA World Cup qualification,Warsaw,Poland,False,TIE
2021-09-08,Iceland,Germany,0,4,FIFA World Cup qualification,ReykjavÃ­k,Iceland,False,Germany
2021-09-08,North Macedonia,Romania,0,0,FIFA World Cup qualification,Skopje,North Macedonia,False,TIE
2021-09-08,Costa Rica,Jamaica,1,1,FIFA World Cup qualification,San JosÃ©,Costa Rica,False,TIE
2021-09-08,Panama,Mexico,1,1,FIFA World Cup qualification,Panama City,Panama,False,TIE
2021-09-08,Canada,El Salvador,3,0,FIFA World Cup qualification,Toronto,Canada,False,Canada
2021-09-09,Colombia,Chile,3,1,FIFA World Cup qualification,Barranquilla,Colombia,False,Colombia
2021-09-09,Paraguay,Venezuela,2,1,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,Paraguay
2021-09-09,Uruguay,Ecuador,1,0,FIFA World Cup qualification,Montevideo,Uruguay,False,Uruguay
2021-09-09,Argentina,Bolivia,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina
2021-09-09,Brazil,Peru,2,0,FIFA World Cup qualification,Recife,Brazil,False,Brazil
2021-09-30,Egypt,Liberia,2,0,Friendly,Alexandria,Egypt,False,Egypt
2021-10-06,Morocco,Guinea-Bissau,5,0,FIFA World Cup qualification,Rabat,Morocco,False,Morocco
2021-10-06,Italy,Spain,1,2,UEFA Nations League,Milan,Italy,False,Spain
2021-10-07,Saudi Arabia,Japan,1,0,FIFA World Cup qualification,Jeddah,Saudi Arabia,False,Saudi Arabia
2021-10-07,Australia,Oman,3,1,FIFA World Cup qualification,Doha,Qatar,True,Australia
2021-10-07,Honduras,Costa Rica,0,0,FIFA World Cup qualification,San Pedro Sula,Honduras,False,TIE
2021-10-07,El Salvador,Panama,1,0,FIFA World Cup qualification,San Salvador,El Salvador,False,El Salvador
2021-10-07,Mexico,Canada,1,1,FIFA World Cup qualification,Mexico City,Mexico,False,TIE
2021-10-07,Tunisia,Mauritania,3,0,FIFA World Cup qualification,RadÃ¨s,Tunisia,False,Tunisia
2021-10-07,Nigeria,Central African Republic,0,1,FIFA World Cup qualification,Lagos,Nigeria,False,Central African Republic
2021-10-07,Mali,Kenya,5,0,FIFA World Cup qualification,Agadir,Morocco,True,Mali
2021-10-07,Ecuador,Bolivia,3,0,FIFA World Cup qualification,Guayaquil,Ecuador,False,Ecuador
2021-10-07,Venezuela,Brazil,1,3,FIFA World Cup qualification,Caracas,Venezuela,False,Brazil
2021-10-07,Paraguay,Argentina,0,0,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,TIE
2021-10-07,Peru,Chile,2,0,FIFA World Cup qualification,Lima,Peru,False,Peru
2021-10-07,Uruguay,Colombia,0,0,FIFA World Cup qualification,Montevideo,Uruguay,False,TIE
2021-10-07,Belgium,France,2,3,UEFA Nations League,Turin,Italy,True,France
2021-10-08,Czech Republic,Wales,2,2,FIFA World Cup qualification,Prague,Czech Republic,False,TIE
2021-10-08,Latvia,Netherlands,0,1,FIFA World Cup qualification,Riga,Latvia,False,Netherlands
2021-10-08,Turkey,Norway,1,1,FIFA World Cup qualification,Istanbul,Turkey,False,TIE
2021-10-08,Cyprus,Croatia,0,3,FIFA World Cup qualification,Larnaca,Cyprus,False,Croatia
2021-10-08,Russia,Slovakia,1,0,FIFA World Cup qualification,Kazan,Russia,False,Russia
2021-10-08,Germany,Romania,2,1,FIFA World Cup qualification,Hamburg,Germany,False,Germany
2021-10-08,Algeria,Niger,6,1,FIFA World Cup qualification,Algiers,Algeria,False,Algeria
2021-10-08,Cameroon,Mozambique,3,1,FIFA World Cup qualification,Douala,Cameroon,False,Cameroon
2021-10-08,Egypt,Libya,1,0,FIFA World Cup qualification,Alexandria,Egypt,False,Egypt
2021-10-09,Luxembourg,Serbia,0,1,FIFA World Cup qualification,Luxembourg,Luxembourg,False,Serbia
2021-10-09,Sweden,Kosovo,3,0,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden
2021-10-09,Switzerland,Northern Ireland,2,0,FIFA World Cup qualification,Geneva,Switzerland,False,Switzerland
2021-10-09,Finland,Ukraine,1,2,FIFA World Cup qualification,Helsinki,Finland,False,Ukraine
2021-10-09,Scotland,Israel,3,2,FIFA World Cup qualification,Glasgow,Scotland,False,Scotland
2021-10-09,Faroe Islands,Austria,0,2,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,False,Austria
2021-10-09,Moldova,Denmark,0,4,FIFA World Cup qualification,ChiÈinÄu,Moldova,False,Denmark
2021-10-09,Andorra,England,0,5,FIFA World Cup qualification,Andorra la Vella,Andorra,False,England
2021-10-09,Hungary,Albania,0,1,FIFA World Cup qualification,Budapest,Hungary,False,Albania
2021-10-09,Poland,San Marino,5,0,FIFA World Cup qualification,Warsaw,Poland,False,Poland
2021-10-09,Senegal,Namibia,4,1,FIFA World Cup qualification,ThiÃ¨s,Senegal,False,Senegal
2021-10-09,Portugal,Qatar,3,0,Friendly,Faro-LoulÃ©,Portugal,False,Portugal
2021-10-09,Morocco,Guinea-Bissau,3,0,FIFA World Cup qualification,Casablanca,Morocco,False,Morocco
2021-10-10,Costa Rica,El Salvador,2,1,FIFA World Cup qualification,San JosÃ©,Costa Rica,False,Costa Rica
2021-10-10,Jamaica,Canada,0,0,FIFA World Cup qualification,Kingston,Jamaica,False,TIE
2021-10-10,Panama,United States,1,0,FIFA World Cup qualification,Panama City,Panama,False,Panama
2021-10-10,Mexico,Honduras,3,0,FIFA World Cup qualification,Mexico City,Mexico,False,Mexico
2021-10-10,Mauritania,Tunisia,0,0,FIFA World Cup qualification,Nouakchott,Mauritania,False,TIE
2021-10-10,Central African Republic,Nigeria,0,2,FIFA World Cup qualification,LimbÃ©,Cameroon,True,Nigeria
2021-10-10,Kenya,Mali,0,1,FIFA World Cup qualification,Nairobi,Kenya,False,Mali
2021-10-10,Bolivia,Peru,1,0,FIFA World Cup qualification,La Paz,Bolivia,False,Bolivia
2021-10-10,Colombia,Brazil,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,TIE
2021-10-10,Venezuela,Ecuador,2,1,FIFA World Cup qualification,Caracas,Venezuela,False,Venezuela
2021-10-10,Argentina,Uruguay,3,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina
2021-10-10,Chile,Paraguay,2,0,FIFA World Cup qualification,Santiago,Chile,False,Chile
2021-10-10,Italy,Belgium,2,1,UEFA Nations League,Turin,Italy,False,Italy
2021-10-10,Spain,France,1,2,UEFA Nations League,Milan,Italy,True,France
2021-10-11,Estonia,Wales,0,1,FIFA World Cup qualification,Tallinn,Estonia,False,Wales
2021-10-11,Netherlands,Gibraltar,6,0,FIFA World Cup qualification,Rotterdam,Netherlands,False,Netherlands
2021-10-11,Norway,Montenegro,2,0,FIFA World Cup qualification,Oslo,Norway,False,Norway
2021-10-11,Croatia,Slovakia,2,2,FIFA World Cup qualification,Osijek,Croatia,False,TIE
2021-10-11,Slovenia,Russia,1,2,FIFA World Cup qualification,Maribor,Slovenia,False,Russia
2021-10-11,North Macedonia,Germany,0,4,FIFA World Cup qualification,Skopje,North Macedonia,False,Germany
2021-10-11,Romania,Armenia,1,0,FIFA World Cup qualification,Bucharest,Romania,False,Romania
2021-10-11,Mozambique,Cameroon,0,1,FIFA World Cup qualification,Tangier,Morocco,True,Cameroon
2021-10-11,Libya,Egypt,0,3,FIFA World Cup qualification,Benina,Libya,False,Egypt
2021-10-12,Japan,Australia,2,1,FIFA World Cup qualification,Saitama,Japan,False,Japan
2021-10-12,Portugal,Luxembourg,5,0,FIFA World Cup qualification,Faro-LoulÃ©,Portugal,False,Portugal
2021-10-12,Serbia,Azerbaijan,3,1,FIFA World Cup qualification,Belgrade,Serbia,False,Serbia
2021-10-12,Sweden,Greece,2,0,FIFA World Cup qualification,Stockholm,Sweden,False,Sweden
2021-10-12,Lithuania,Switzerland,0,4,FIFA World Cup qualification,Vilnius,Lithuania,False,Switzerland
2021-10-12,Ukraine,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,Lviv,Ukraine,False,TIE
2021-10-12,Faroe Islands,Scotland,0,1,FIFA World Cup qualification,TÃ³rshavn,Faroe Islands,False,Scotland
2021-10-12,Denmark,Austria,1,0,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
2021-10-12,England,Hungary,1,1,FIFA World Cup qualification,London,England,False,TIE
2021-10-12,Albania,Poland,0,1,FIFA World Cup qualification,Tirana,Albania,False,Poland
2021-10-12,Niger,Algeria,0,4,FIFA World Cup qualification,Niamey,Niger,False,Algeria
2021-10-12,Namibia,Senegal,1,3,FIFA World Cup qualification,Johannesburg,South Africa,True,Senegal
2021-10-12,Morocco,Guinea,4,1,FIFA World Cup qualification,Agadir,Morocco,False,Morocco
2021-10-13,United States,Costa Rica,2,1,FIFA World Cup qualification,Columbus,United States,False,United States
2021-10-13,Canada,Panama,4,1,FIFA World Cup qualification,Toronto,Canada,False,Canada
2021-10-13,El Salvador,Mexico,0,2,FIFA World Cup qualification,San Salvador,El Salvador,False,Mexico
2021-10-14,Colombia,Ecuador,0,0,FIFA World Cup qualification,Barranquilla,Colombia,False,TIE
2021-10-14,Argentina,Peru,1,0,FIFA World Cup qualification,Buenos Aires,Argentina,False,Argentina
2021-10-14,Brazil,Uruguay,4,1,FIFA World Cup qualification,Manaus,Brazil,False,Brazil
2021-10-14,Chile,Venezuela,3,0,FIFA World Cup qualification,Santiago,Chile,False,Chile
2021-10-27,Mexico,Ecuador,2,3,Friendly,Charlotte,United States,True,Ecuador
2021-11-11,Serbia,Qatar,4,0,Friendly,Belgrade,Serbia,False,Serbia
2021-11-11,Ukraine,Bulgaria,1,1,Friendly,Odessa,Ukraine,False,TIE
2021-11-11,Rwanda,Mali,0,3,FIFA World Cup qualification,Kigali,Rwanda,False,Mali
2021-11-11,Togo,Senegal,1,1,FIFA World Cup qualification,LomÃ©,Togo,False,TIE
2021-11-11,Vietnam,Japan,0,1,FIFA World Cup qualification,Hanoi,Vietnam,False,Japan
2021-11-11,Australia,Saudi Arabia,0,0,FIFA World Cup qualification,Sydney,Australia,False,TIE
2021-11-11,Republic of Ireland,Portugal,0,0,FIFA World Cup qualification,Dublin,Republic of Ireland,False,TIE
2021-11-11,Georgia,Sweden,2,0,FIFA World Cup qualification,Batumi,Georgia,False,Georgia
2021-11-11,Greece,Spain,0,1,FIFA World Cup qualification,Athens,Greece,False,Spain
2021-11-11,Russia,Cyprus,6,0,FIFA World Cup qualification,Saint Petersburg,Russia,False,Russia
2021-11-11,Malta,Croatia,1,7,FIFA World Cup qualification,Ta' Qali,Malta,False,Croatia
2021-11-11,Slovakia,Slovenia,2,2,FIFA World Cup qualification,Trnava,Slovakia,False,TIE
2021-11-11,Germany,Liechtenstein,9,0,FIFA World Cup qualification,Wolfsburg,Germany,False,Germany
2021-11-11,Romania,Iceland,0,0,FIFA World Cup qualification,Bucharest,Romania,False,TIE
2021-11-11,Ecuador,Venezuela,1,0,FIFA World Cup qualification,Quito,Ecuador,False,Ecuador
2021-11-11,Paraguay,Chile,0,1,FIFA World Cup qualification,AsunciÃ³n,Paraguay,False,Chile
2021-11-11,Peru,Bolivia,3,0,FIFA World Cup qualification,Lima,Peru,False,Peru
2021-11-11,Brazil,Colombia,1,0,FIFA World Cup qualification,SÃ£o Paulo,Brazil,False,Brazil
2021-11-12,Djibouti,Algeria,0,4,FIFA World Cup qualification,Cairo,Egypt,True,Algeria
2021-11-12,Angola,Egypt,2,2,FIFA World Cup qualification,Luanda,Angola,False,TIE
2021-11-12,Morocco,Sudan,3,0,FIFA World Cup qualification,Rabat,Morocco,False,Morocco
2021-11-12,Canada,Costa Rica,1,0,FIFA World Cup qualification,Edmonton,Canada,False,Canada
2021-11-12,Honduras,Panama,2,3,FIFA World Cup qualification,San Pedro Sula,Honduras,False,Panama
2021-11-12,United States,Mexico,2,0,FIFA World Cup qualification,Cincinnati,United States,False,United States
2021-11-12,Italy,Switzerland,1,1,FIFA World Cup qualification,Rome,Italy,False,TIE
2021-11-12,Moldova,Scotland,0,2,FIFA World Cup qualification,ChiÈinÄu,Moldova,False,Scotland
2021-11-12,Denmark,Faroe Islands,3,1,FIFA World Cup qualification,Copenhagen,Denmark,False,Denmark
2021-11-12,Austria,Israel,4,2,FIFA World Cup qualification,Klagenfurt,Austria,False,Austria
2021-11-12,England,Albania,5,0,FIFA World Cup qualification,London,England,False,England
2021-11-12,Andorra,Poland,1,4,FIFA World Cup qualification,Andorra la Vella,Andorra,False,Poland
2021-11-12,Hungary,San Marino,4,0,FIFA World Cup qualification,Budapest,Hungary,False,Hungary
2021-11-12,Uruguay,Argentina,0,1,FIFA World Cup qualification,Montevideo,Uruguay,False,Argentina
2021-11-13,Equatorial Guinea,Tunisia,1,0,FIFA World Cup qualification,Malabo,Equatorial Guinea,False,Equatorial Guinea
2021-11-13,Liberia,Nigeria,0,2,FIFA World Cup qualification,Tangier,Morocco,True,Nigeria
2021-11-13,Malawi,Cameroon,0,4,FIFA World Cup qualification,Johannesburg,South Africa,True,Cameroon
2021-11-13,France,Kazakhstan,8,0,FIFA World Cup qualification,Paris,France,False,France
2021-11-13,Wales,Belarus,5,1,FIFA World Cup qualification,Cardiff,Wales,False,Wales
2021-11-13,Belgium,Estonia,3,1,FIFA World Cup qualification,Brussels,Belgium,False,Belgium
